"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَسَن َ,,,,,أسَن َ,,,,,,,,,,,,,,,أَسِن َ  4,,,,,,,,,,أَسَ  َن   12,,,,,ء ص ص,,,,,176,,,,,34,,,,,ء س ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْسََ,,,,,,,,,,تأَسَّ,,,,,تأَسَّ,,,,,,,,,,أسَّ,,,,,أَسّ,,,,,,,,,,,,,,,أَسا  1,,,,,ء ص و,,,,,74,,,,,37,,,,,ء س و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أسَّ,,,,,أسَّ,,,,,,,,,,أَسِي  4,,,,,,,,,,أَسَّ   2,,,,,ء ص ي,,,,,79,,,,,37,,,,,ء س ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْشََب َ,,,,,,,,,,,,,,,تأَشَب َ,,,,,,,,,,,,,,,أَشب َ,,,,,أَشِب َ  4,,,,,,,,,,أَشَب َ  212,,,,,ء ص ص,,,,,26,,,,,2,,,,,ء ش ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَشِِ  4,,,,,,,,,,,,,,,ء ص ص,,,,,294,,,,,6,,,,,ء ش ح,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََ  َل,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,اِس تأَشَْ َ,,,,,,,,,,"اِئتْَشََ",,,,,,,,,,,,,,,تأَشَ َ,,,,,,,,,,,,,,,أَش َ,,,,,أََشِ  4,,,,,,,,,,أَشَ َ   12,,,,,ء ص ص,,,,,53,,,,,10,,,,,ء ش ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَش  4,,,,,,,,,,أَش    21,,,,,ء (ص ص),,,,,65,,,,,17,,,,,ء ش ش,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَشِِ  4,,,,,,,,,,,,,,,ء ص ص,,,,,217,,,,,31,,,,,ء ش م,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَشَ  َن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,179,,,,,34,,,,,ء ش ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْشََ,,,,,,,,,,,,,,,,,,,,أشََ,,,,,,,,,,,,,,,أَشِِ  4,,,,,,,,,,أَشََ  2,,,,,ء ص ي,,,,,81,,,,,37,,,,,ء ش ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَصَتَ  2,,,,,ء ص ص,,,,,421,,,,,4,,,,,ء ص ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أصَد َ,,,,,,,,,,أَصد َ,,,,,,,,,,,,,,,أَصَ  َد  1,,,,,ء ص ص,,,,,388,,,,,7,,,,,ء ص د,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,"اِئتْَصَ",,,,,,,,,,تأَصَ َ,,,,,,,,,,,,,,,أصَ َ 1,,,,,,,,,,,,,,,,,,,,أَصَ َ  2,,,,,ء ص ص,,,,,56,,,,,10,,,,,ء ص ر,,
"",,,,,,,,,,,,,,,,,اِئتْص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَصَصَ,,,,,,,,,,,,,,,أَصصَ,,,,,,,,,,,,,,,أَص    21,,,,,ء (ص ص),,,,,474,,,,,17,,,,,ء ص ص,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْصَصَ  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,اِس تأَصَْل َ,,,,,,,,,,,,,,,,,,,,,,,,,تأَصَ  َل,,,,,أصَل َ,,,,,,,,,,أَصل َ,,,,,أَص ِل َ  4,,,,,أَصُل َ  5,,,,,أَصَ  َل  1,,,,,ء ص ص,,,,,447,,,,,27,,,,,ء ص ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أصا  1,,,,,ء ص و,,,,,48,,,,,37,,,,,ء ص و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أصََ,,,,,,,,,,أَصَ,,,,,أَصِِ  4,,,,,,,,,,أَصََ   32,,,,,ء ص ي,,,,,83,,,,,37,,,,,ء ص ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْض,,,,,,,,,,,,,,,,,,,,,,,,,أض,,,,,,,,,,,,,,,,,,,,أَض    21,,,,,ء (ص ص),,,,,232,,,,,18,,,,,ء ض ض,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَضِ َ  4,,,,,,,,,,,,,,,ء ص ص,,,,,218,,,,,31,,,,,ء ض م,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أطَأ,,,,,أَطأ,,,,,,,,,,,,,,,,,,,,ء ص ء,,,,,,,,,,,ء ط ء,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَطد َ,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,390,,,,,7,,,,,ء ط د,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنأْطََر َ,,,,,,,,,,تأَطَر َ,,,,,,,,,,,,,,,أَطر َ,,,,,,,,,,,,,,,أَطَر َ   21,,,,,ء ص ص,,,,,61,,,,,10,,,,,ء ط ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْط,,,,,,,,,,,,,,,تأَطَط,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَط   2,,,,,ء (ص ص),,,,,129,,,,,19,,,,,ء ط ط,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْطََ  َم 3,,,,,,,,,,,,,,,تأَطَم َ,,,,,أطَم َ,,,,,,,,,,أَطم َ,,,,,أَطِ  َم  4,,,,,,,,,,أَطَم َ  2,,,,,ء ص ص,,,,,220,,,,,31,,,,,ء ط م,,
"",,,,,,,,,,,,,,,,,,,,,,,,,اِئتْطَى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,,,,,,,ء ط ي,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَفتََ  1,,,,,ء ص ص,,,,,421,,,,,4,,,,,ء ف ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَف  َخَ   12,,,,,ء ص ص,,,,,228,,,,,7,,,,,ء ف خ,,
"",,,,,,,,,,,,,,,,,اِس تأَفْ  َدَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَفِد َ  4,,,,,,,,,,,,,,,ء ص ص,,,,,390,,,,,7,,,,,ء ف د,,
"",,,,,,,,,,,,,,,,,اِس تأَفْرَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَفِر َ  4,,,,,,,,,,أَفرَ َ  2,,,,,ء ص ص,,,,,65,,,,,10,,,,,ء ف ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَفزََ  2,,,,,ء ص ص,,,,,16,,,,,15,,,,,ء ف ز,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْفَظ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,202,,,,,20,,,,,ء ف ظ,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَفَفَ,,,,,,,,,,,,,,,أَففَ,,,,,أَف  4,,,,,,,,,,أَف   21,,,,,ء (ص ص),,,,,20,,,,,23,,,,,ء ف ف,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَفَقَ,,,,,,,,,,,,,,,,,,,,أَ ِفقَ   4,,,,,,,,,,أَفقََ   2,,,,,ء ص ص,,,,,11,,,,,25,,,,,ء ف ق,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْفَك َ,,,,,,,,,,,,,,,تأَفَك َ,,,,,أفكَ َ,,,,,,,,,,أَفك َ,,,,,أَف ِ  َك  4,,,,,,,,,,أَفكَ َ  2,,,,,ء ص ص,,,,,44,,,,,27,,,,,ء ف ك,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَفَل َ,,,,,,,,,,,,,,,أَفل َ,,,,,أَ ِفل َ  4,,,,,,,,,,أَف  َلَ   12,,,,,ء ص ص,,,,,7,,,,,28,,,,,ء ف ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَفَ  َن,,,,,,,,,,,,,,,,,,,,أَ ِفن َ  4,,,,,,,,,,أَفنَ َ  2,,,,,ء ص ص,,,,,181,,,,,34,,,,,ء ف ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ي,,,,,87,,,,,37,,,,,ء ف ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَقتَ,,,,,,,,,,,,,,,أَقتََ  2,,,,,ء ص ص,,,,,422,,,,,4,,,,,ء ق ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْقط َ,,,,,,,,,,,,,,,,,,,,,,,,,أقطَ,,,,,,,,,,أَقِط  4,,,,,,,,,,أَقطَ  2,,,,,ء ص ص,,,,,133,,,,,19,,,,,ء ق ط,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أقنَ َ 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,183,,,,,34,,,,,ء ق ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَقََ  2,,,,,ء ص ي,,,,,87,,,,,37,,,,,ء ق ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكََ  3,,,,,ء ص ء,,,,,132,,,,,1,,,,,ء ك ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَكَد َ,,,,,أكَد َ,,,,,,,,,,أَكد َ,,,,,,,,,,,,,,,أكَد َ  1,,,,,ء ص ص,,,,,391,,,,,7,,,,,ء ك د,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَكَر َ,,,,,,,,,,أكَر َ,,,,,أَكر َ,,,,,,,,,,,,,,,أَك َرَ   21,,,,,ء ص ص,,,,,67,,,,,10,,,,,ء ك ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أكَفَ,,,,,,,,,,أَكفَ,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,27,,,,,23,,,,,ء ك ف,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَك   1,,,,,ء (ص ص),,,,,46,,,,,27,,,,,ء ك ك,,
"",,,,,,,,,,,,,,,,,اِس تأَ  َكَْ,,,,,,,,,,اِئتَْكَ َ,,,,,,,,,,تأَكَ َ,,,,,تأَكَ َ,,,,,أكَ َ,,,,,أكَ َ,,,,,أَك َ,,,,,أَكِ َ  4,,,,,,,,,,أَكَ َ  1,,,,,ء ص ص,,,,,8,,,,,28,,,,,ء ك ل,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,اِس تأَكَْ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أكَ,,,,,أَك,,,,,,,,,,,,,,,أَكَ 1,,,,,ء ص ص,,,,,223,,,,,31,,,,,ء ك م,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكََ  2,,,,,ء ص ي,,,,,88,,,,,37,,,,,ء ك ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَلَ  3,,,,,ء ص ء,,,,,132,,,,,1,,,,,ء ل ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَلَ  َب,,,,,,,,,,,,,,,أَلب َ,,,,,أَ ِلب َ  4,,,,,,,,,,أَلبَ َ   12,,,,,ء ص ص,,,,,28,,,,,2,,,,,ء ل ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألتََ,,,,,,,,,,,,,,,أَلِتَ  4,,,,,,,,,,أَلتََ   2,,,,,ء ص ص,,,,,422,,,,,4,,,,,ء ل ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْلخَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,228,,,,,7,,,,,ء ل خ,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَلَِ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أُلِِ  22,,,,,ء ص ص,,,,,391,,,,,7,,,,,ء ل د,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَلِزَ  4,,,,,,,,,,أَلزََ  2,,,,,ء ص ص,,,,,16,,,,,15,,,,,ء ل ز,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَلَسَ,,,,,,,,,,ألسََ,,,,,,,,,,,,,,,,,,,,أَلسََ   2,,,,,ء ص ص,,,,,403,,,,,15,,,,,ء ل س,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَل  َعَ 3,,,,,ء ص ص,,,,,298,,,,,20,,,,,ء ل ع,,
"",,,,,,,,,,,,,,,اِس تأَلْفََ,,,,,,,,اِئتَْلفََ,,,,,,,,,,,,,,,تأَلَفَ,,,,,ألفََ,,,,,ألفََ,,,,,أَلفَ,,,,,أَ ِل فَ  4,,,,,,,,,,أَلفََ   2,,,,,ء ص ص,,,,,28,,,,,23,,,,,ء ل ف,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتَْلقََ,,,,,,,,,,,,,,,تأَلَقَ,,,,,ألقََ,,,,,,,,,,,,,,,اَلِقَ  4,,,,,,,,,,أَلقََ   2,,,,,ء ص ص,,,,,18,,,,,25,,,,,ء ل ق,,
"",,,,,,,,,,,,,,,,,اِس تأَ  َلَْ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألَ َ,,,,,,,,,,,,,,,,,,,,,,,,,أَلَ َ   21,,,,,ء ص ص,,,,,48,,,,,27,,,,,ء ل ك,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْل,,,,,,,,,,,,,,,تأَلَل َ,,,,,,,,,,,,,,,أَلل َ,,,,,أَلِ  َل  4,,,,,,,,,,أَل    21,,,,,ء (ص ص),,,,,16,,,,,28,,,,,ء ل ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَلَم َ,,,,,ألمَ َ,,,,,,,,,,أَلم َ,,,,,أَلِم َ  4,,,,,,,,,,,,,,,ء ص ص,,,,,226,,,,,31,,,,,ء ل م,,
"",,,,,,,,,,,,,,,,,اِس تأَلَْ َ,,,,,,,,,,اِئتْلَه َ,,,,,,,,,,,,,,,تأَلَ َ,,,,,,,,,,,,,,,أَل َ,,,,,أَ  َلِ  4,,,,,,,,,,ألَ َ   13,,,,,ء ص ص,,,,,320,,,,,36,,,,,ء ل ه,,
"",,,,,,,,,,,,,,,,,اِتلَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْلَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَلِِ  4,,,,,,,,,,أَلَّ  2,,,,,ء ص ي,,,,,95,,,,,37,,,,,ء ل ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَمتَ,,,,,,,,,,,,,,,أَمَتَ   2,,,,,ء ص ص,,,,,424,,,,,4,,,,,ء م ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَ ِم  َج  4,,,,,,,,,,أَمَج َ  2,,,,,ء ص ص,,,,,405,,,,,5,,,,,ء م ج,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ا لنوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَمَ  َح  2,,,,,ء ص ص,,,,,295,,,,,6,,,,,ء م ح,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَمَد َ,,,,,,,,,,,,,,,أَمد َ,,,,,أَمِ  َد  4,,,,,,,,,,,,,,,ء ص ص,,,,,391,,,,,7,,,,,ء م د,,
"",,,,,,,,,,,,,,,,,اِس تأَمَْر َ,,,,,,,,,,اِئتْمَ  َر,,,,,,,,,,تأَمَر َ,,,,,تأَمَر َ,,,,,أمَر َ,,,,,أمَر َ,,,,,أَمر َ,,,,,أَ ِمر َ  4,,,,,أَم ُر َ  5,,,,,أَمَر َ  1,,,,,ء ص ص,,,,,68,,,,,10,,,,,ء م ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أمَسَ,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,406,,,,,15,,,,,ء م س,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَمَصَ  2,,,,,ء ص ص,,,,,483,,,,,17,,,,,ء م ص,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَمِضَ  4,,,,,,,,,,,,,,,ء ص ص,,,,,234,,,,,18,,,,,ء م ض,,
"",,,,,,,,,,,,,,,,,اِس تأَمَْع َ,,,,,,,,,,,,,,,,,,,,,,,,,تأَمَع َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,298,,,,,20,,,,,ء م ع,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَمَل َ,,,,,,,,,,,,,,,أَمل َ,,,,,,,,,,,,,,,أَمَ  َل  1,,,,,ء ص ص,,,,,26,,,,,28,,,,,ء م ل,,
"",,,,,,,,,,,,,,,,,اِس تأَمَ,,,,,,,,,,اِئتَْ,,,,,,,,,,,,,,,تأَمَم َ,,,,,,,,,,,,,,,أَمم َ,,,,,أَم   4,,,,,,,,,,أَم   1,,,,,ء (ص ص),,,,,227,,,,,31,,,,,ء م م,,
"",,,,,,,,,,,,,,,,,اِس تأَمَْن َ,,,,,,,,,,اِئتْمَ  َن,,,,,,,,,,,,,,,,,,,,أمَن َ,,,,,,,,,,أَمن َ,,,,,أَ ِمن َ  4,,,,,أَمُن َ  5,,,,,,,,,,ء ص ص,,,,,184,,,,,34,,,,,ء م ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَمَه َ,,,,,,,,,,,,,,,أَمه َ 1,,,,,أَم ِه َ  4,,,,,,,,,,أَمَه َ  1,,,,,ء ص ص,,,,,325,,,,,36,,,,,ء م ه,,
"",,,,,,,,,,,,,,,,,اِس تأَمَْى,,,,,,,,,,,,,,,,,,,,,,,,,تأَمَى,,,,,,,,,,,,,,,أَمى,,,,,أَمِ  َي  4,,,,,أَمُوَ  5,,,,,أَمَا  1,,,,,ء ص ع,,,,,100,,,,,37,,,,,ء م و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِئتْن  َبَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَنب َ,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,32,,,,,2,,,,,ء ن ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَنتََ   2,,,,,ء ص ص,,,,,427,,,,,4,,,,,ء ن ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَنَث َ,,,,,أنثَ َ,,,,,,,,,,أَنث َ,,,,,,,,,,أَنثُ َ  5,,,,,,,,,,ء ص ص,,,,,157,,,,,5,,,,,ء ن ث,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَنج َ,,,,,,,,,,,,,,,,,,,,ء ص ص,,,,,,,,,,,ء ن ج,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَنحَ َ  2,,,,,ء ص ص,,,,,295,,,,,6,,,,,ء ن ح,,
"",,,,,,,,,,,,,,,,,اِس تأَنْسََ,,,,,,,,,,,,,,,,,,,,تأَنسََ,,,,,تأَنَسَ,,,,,أنسََ,,,,,أنسََ,,,,,أَنسَ,,,,,أَ ِنسَ  4,,,,,أَنسَ   5,,,,,أَنسََ   12,,,,,ء ص ص,,,,,408,,,,,15,,,,,ء ن س,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أنضََ,,,,,,,,,,,,,,,,,,,,أَنضَ  5,,,,,أَنضََ   2,,,,,ء ص ص,,,,,234,,,,,18,,,,,ء ن ض,,
"",,,,,,,,,,,,,,,,,اِس تأَنْفََ,,,,,,,,,,اِئتْنَفََ,,,,,,,,,,,,,,,تأَنَفَ,,,,,أنفََ,,,,,,,,,,أَنفَ,,,,,أَ ِن فَ  4,,,,,,,,,,أَنفََ   12,,,,,ء ص ص,,,,,39,,,,,23,,,,,ء ن ف,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تأَنَقَ,,,,,أنقََ,,,,,,,,,,أَنقَ,,,,,أَنِقَ  4,,,,,,,,,,,,,,,ء ص ص,,,,,23,,,,,25,,,,,ء ن ق,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَنكََ  1,,,,,ء ص ص,,,,,53,,,,,27,,,,,ء ن ك,,
